train/delta_std,train/iterations,rollout/return_std,rollout/ep_rew_mean,rollout/ep_len_mean,train/step_size,train/learning_rate,time/total_timesteps,time/time_elapsed,time/fps,eval/mean_ep_length,eval/mean_reward
0.05,267,25.699939727783203,-127.3614975,74.625,9.727649012347683e-05,0.02,300992,371,810,,
0.05,268,22.982521057128906,-140.45949037499997,66.75,0.00010877831664402038,0.02,302060,372,810,,
0.05,269,55.583187103271484,-119.310637375,65.5,4.497762711253017e-05,0.02,303108,373,811,,
0.05,270,84.45884704589844,-151.5169176875,75.375,2.960021265607793e-05,0.02,304314,374,812,,
0.05,271,47.655662536621094,-131.2504751875,67.5,5.2459661674220115e-05,0.02,305394,375,812,,
0.05,272,103.68132019042969,-168.75355893750003,66.5,2.4112345272442326e-05,0.02,306458,377,812,,
0.05,273,24.27824592590332,-143.6890571875,67.25,0.00010297284461557865,0.02,307534,378,811,,
0.05,274,38.60723114013672,-123.9154580625,66.4375,6.475470581790432e-05,0.02,308597,380,811,,
0.05,275,30.650785446166992,-139.18663606249999,74.5,8.156397234415635e-05,0.02,309789,381,811,,
0.05,276,70.81825256347656,-141.9692995,69.9375,3.530163303366862e-05,0.02,310908,382,812,,
0.05,277,124.75894927978516,-151.8261041875,65.0625,2.0038640286657028e-05,0.02,311949,383,813,,
0.05,278,34.754737854003906,-136.38209306250002,69.375,7.193264173110947e-05,0.02,313059,384,813,,
0.05,279,46.760684967041016,-143.27860900000002,75.5625,5.346371835912578e-05,0.02,314268,386,812,,
0.05,280,18.942964553833008,-131.4453710625,64.9375,0.00013197511725593358,0.02,315307,387,813,,
0.05,281,42.00651550292969,-122.2858398125,69.0,5.951457569608465e-05,0.02,316411,390,810,,
0.05,282,46.83065414428711,-137.2841776875,73.5,5.338383562047966e-05,0.02,317587,392,808,,
0.05,283,45.118812561035156,-132.570906375,74.875,5.540925849345513e-05,0.02,318785,395,806,,
0.05,284,43.42863082885742,-131.3744591875,67.875,5.756570681114681e-05,0.02,319871,396,806,,
0.05,285,40.564022064208984,-131.6054151875,67.875,6.163096986711025e-05,0.02,320957,397,806,,
0.05,286,50.82925796508789,-106.4227860625,71.9375,4.918426930089481e-05,0.02,322108,399,807,,
0.05,287,42.83405685424805,-121.3194315625,69.375,5.836477430420928e-05,0.02,323218,400,807,,
0.05,288,123.7955093383789,-124.89832924999999,76.375,2.0194593162159435e-05,0.02,324440,401,807,,
0.05,289,26.922588348388672,-138.0556585625,68.875,9.285882697440684e-05,0.02,325542,402,808,,
0.05,290,116.57400512695312,-154.4127440625,72.3125,2.1445603124448098e-05,0.02,326699,403,808,,
0.05,291,31.821104049682617,-136.3146760625,67.0,7.856421143515036e-05,0.02,327771,405,809,,
0.05,292,32.45784378051758,-119.64148368750001,67.5625,7.702298171352595e-05,0.02,328852,406,809,,
0.05,293,29.6602840423584,-132.08740143749998,71.0625,8.428779256064445e-05,0.02,329989,407,810,,
0.05,294,45.88343048095703,-124.59196531249998,74.0625,5.448589945444837e-05,0.02,331174,408,811,,
0.05,295,74.71014404296875,-140.042478625,71.625,3.3462656574556604e-05,0.02,332320,409,811,,
0.05,296,47.13774108886719,-123.78871531249999,69.125,5.303605939843692e-05,0.02,333426,410,812,,
0.05,297,42.764991760253906,-109.7209153125,70.25,5.845902705914341e-05,0.02,334550,411,812,,
0.05,298,24.47809600830078,-132.69947937499998,70.125,0.0001021321295411326,0.02,335672,412,812,,
0.05,299,43.74467849731445,-126.5455875,69.0,5.714980579796247e-05,0.02,336776,414,813,,
0.05,300,49.86613845825195,-134.74682018750002,74.0,5.01342183270026e-05,0.02,337960,415,813,,
0.05,301,33.98432922363281,-135.95456662499998,70.0625,7.356331479968503e-05,0.02,339081,416,814,,
0.05,302,102.70407104492188,-175.30090825,74.1875,2.4341779862879775e-05,0.02,340268,417,814,,
0.05,303,30.71569061279297,-133.2597078125,64.625,8.139161946019158e-05,0.02,341302,418,815,,
0.05,304,81.94979858398438,-155.813353125,68.8125,3.0506480470648967e-05,0.02,342403,419,815,,
0.05,305,56.91421890258789,-157.8692566875,71.25,4.3925752834184095e-05,0.02,343543,420,816,,
0.05,306,59.48591995239258,-124.99659206249999,68.5625,4.2026749724755064e-05,0.02,344640,421,816,,
0.05,307,27.865995407104492,-147.5384123125,70.5625,8.971507486421615e-05,0.02,345769,422,817,,
0.05,308,25.467256546020508,-133.1797269375,64.4375,9.816526289796457e-05,0.02,346800,423,818,,
0.05,309,68.16484832763672,-143.152375625,71.5625,3.6675795854534954e-05,0.02,347945,424,818,,
0.05,310,51.93490982055664,-125.1409025,69.875,4.8137175326701254e-05,0.02,349063,426,819,,
0.05,311,47.123775482177734,-140.8548134375,70.1875,5.3051775466883555e-05,0.02,350186,427,819,,
0.05,312,33.328853607177734,-158.8720666875,76.3125,7.501008076360449e-05,0.02,351407,428,819,,
0.05,313,27.181880950927734,-123.2851255625,67.0,9.19730300665833e-05,0.02,352479,430,819,,
0.05,314,38.969600677490234,-134.357513875,69.125,6.415256939362735e-05,0.02,353585,432,818,,
0.05,315,139.14053344726562,-163.80698412499999,71.375,1.796744436433073e-05,0.02,354727,433,818,,
0.05,316,34.577022552490234,-122.0686425,67.4375,7.230234768940136e-05,0.02,355806,434,818,,
0.05,317,37.107086181640625,-144.9579566875,72.6875,6.737257353961468e-05,0.02,356969,436,818,,
0.05,318,77.7636947631836,-154.1947070625,75.125,3.214867683709599e-05,0.02,358171,437,818,,
0.05,319,34.24970245361328,-124.26844449999999,69.5625,7.299333083210513e-05,0.02,359284,441,814,,
0.05,320,21.022085189819336,-140.539775625,72.125,0.0001189225513371639,0.02,360438,447,805,,
0.05,321,40.836769104003906,-134.807339125,72.25,6.121933984104544e-05,0.02,361594,452,799,,
0.05,322,66.62928009033203,-110.4554140625,69.625,3.7521040212595835e-05,0.02,362708,454,798,,
0.05,323,56.040802001953125,-142.8815565625,73.1875,4.461035496206023e-05,0.02,363879,455,799,,
0.05,324,51.6014404296875,-122.03693181249999,71.5,4.844826253247447e-05,0.02,365023,456,799,,
0.05,325,36.72132873535156,-127.419132,66.875,6.808032048866153e-05,0.02,366093,457,799,,
0.05,326,40.20058059692383,-120.51558,71.625,6.21881554252468e-05,0.02,367239,459,798,,
0.05,327,45.682098388671875,-137.0829820625,74.375,5.4726031521568075e-05,0.02,368429,461,798,,
0.05,328,81.94698333740234,-149.7245345,73.375,3.050752820854541e-05,0.02,369603,463,798,,
0.05,329,56.339176177978516,-114.75360618750001,69.25,4.437409734237008e-05,0.02,370711,464,798,,
0.05,330,23.66112518310547,-142.0067821875,68.1875,0.00010565854609012604,0.02,371802,465,798,,
0.05,331,66.78112030029297,-140.4045621875,72.25,3.7435729609569535e-05,0.02,372958,467,798,,
0.05,332,29.277103424072266,-137.614694125,72.5,8.539096597814932e-05,0.02,374118,468,798,,
0.05,333,54.658180236816406,-124.5528493125,78.1875,4.573880505631678e-05,0.02,375369,469,799,,
0.05,334,50.40074920654297,-122.78240400000001,70.0,4.960243313689716e-05,0.02,376489,470,799,,
0.05,335,31.059144973754883,-136.244098375,74.0625,8.04915907792747e-05,0.02,377674,471,800,,
0.05,336,21.382774353027344,-132.7173204375,65.3125,0.00011691654071910307,0.02,378719,472,800,,
0.05,337,41.587188720703125,-136.04255393749997,67.375,6.0114663938293234e-05,0.02,379797,473,801,,
0.05,338,30.48733139038086,-121.2783193125,69.9375,8.200127194868401e-05,0.02,380916,474,802,,
0.05,339,29.346811294555664,-133.871023125,69.125,8.518812683178112e-05,0.02,382022,475,803,,
0.05,340,27.920272827148438,-129.9878480625,67.6875,8.954066288424656e-05,0.02,383105,476,803,,
0.05,341,41.97237777709961,-152.55148868749998,71.3125,5.9562979004113004e-05,0.02,384246,478,802,,
0.05,342,49.72990417480469,-137.078126375,64.0,5.027156294090673e-05,0.02,385270,480,801,,
0.05,343,22.842967987060547,-118.43803175,63.8125,0.00010944287350866944,0.02,386291,482,801,,
0.05,344,88.0902328491211,-143.086031875,74.1875,2.837998908944428e-05,0.02,387478,484,800,,
0.05,345,54.546260833740234,-145.0143808125,81.8125,4.583265399560332e-05,0.02,388787,485,801,,
0.05,346,70.60887145996094,-134.83369837499998,77.0625,3.5406315873842686e-05,0.02,390020,486,802,,
0.05,347,62.38135528564453,-111.5190505,67.25,4.007607640232891e-05,0.02,391096,487,802,,
0.05,348,59.2606315612793,-107.19046062499999,66.1875,4.218652247800492e-05,0.02,392155,488,802,,
0.05,349,54.812068939208984,-153.3822316875,73.1875,4.5610391680384055e-05,0.02,393326,489,803,,
0.05,350,21.317646026611328,-137.07157075,68.4375,0.00011727373930625618,0.02,394421,491,802,,
0.05,351,23.89656639099121,-128.37904425,71.4375,0.00010461753845447674,0.02,395564,492,802,,
0.05,352,50.31218719482422,-117.79093950000001,68.1875,4.968975190422498e-05,0.02,396655,494,802,,
0.05,353,52.21766662597656,-125.12159175,75.375,4.787651778315194e-05,0.02,397861,496,801,,
0.05,354,36.38479232788086,-121.04295662500002,73.6875,6.871002551633865e-05,0.02,399040,498,800,,
,,,,,,,400000,,,72.4,-133.77430225173012
0.05,355,76.51600646972656,-129.0887030625,80.3125,3.267290230724029e-05,0.02,400325,501,798,,
0.05,356,35.645416259765625,-130.1487444375,73.125,7.01352400938049e-05,0.02,401495,502,798,,
0.05,357,73.22856903076172,-125.83933056250001,76.3125,3.4139680792577565e-05,0.02,402716,503,799,,
0.05,358,24.755123138427734,-129.22410574999998,69.875,0.00010098919301526621,0.02,403834,504,800,,
0.05,359,54.13922882080078,-128.3401960625,71.375,4.6177236072253436e-05,0.02,404976,505,800,,
0.05,360,25.337020874023438,-118.2597823125,69.1875,9.866984328255057e-05,0.02,406083,507,800,,
0.05,361,99.50254821777344,-154.0805150625,75.5,2.512498394935392e-05,0.02,407291,508,800,,
0.05,362,47.13654327392578,-122.61598756250001,70.1875,5.303740545059554e-05,0.02,408414,510,800,,
0.05,363,51.61717987060547,-122.5112536875,70.375,4.8433485062560067e-05,0.02,409540,511,800,,
0.05,364,29.845951080322266,-148.186228125,73.25,8.376345795113593e-05,0.02,410712,513,800,,
0.05,365,38.15857696533203,-139.89498724999999,68.5,6.551606929861009e-05,0.02,411808,514,800,,
0.05,366,47.03986358642578,-137.99830168749997,71.6875,5.314641020959243e-05,0.02,412955,515,801,,
0.05,367,36.429237365722656,-140.30850331250002,69.9375,6.862619193270802e-05,0.02,414074,516,802,,
0.05,368,70.35679626464844,-149.2640203125,73.9375,3.553316855686717e-05,0.02,415257,517,802,,
0.05,369,51.866294860839844,-122.0696751875,67.6875,4.8200858145719394e-05,0.02,416340,518,803,,
0.05,370,34.798362731933594,-128.8166553125,69.75,7.184245623648167e-05,0.02,417456,520,802,,
0.05,371,25.035640716552734,-133.6357450625,69.125,9.98576360871084e-05,0.02,418562,521,802,,
0.05,372,42.397483825683594,-142.56447525,68.75,5.8965761127183214e-05,0.02,419662,522,802,,
0.05,373,51.15358352661133,-139.7025951875,70.375,4.887243267148733e-05,0.02,420788,524,801,,
0.05,374,30.442546844482422,-116.4480173125,67.125,8.212190732592717e-05,0.02,421862,525,802,,
0.05,375,56.765357971191406,-136.05974231250002,73.625,4.404094579513185e-05,0.02,423040,533,792,,
0.05,376,27.356210708618164,-137.5425655,71.125,9.138692257693037e-05,0.02,424178,539,786,,
0.05,377,29.55162811279297,-136.50096425,66.8125,8.459771197522059e-05,0.02,425247,541,785,,
0.05,378,50.236934661865234,-126.29857212499999,76.125,4.9764181312639266e-05,0.02,426465,542,785,,
0.05,379,40.916748046875,-135.557179,68.375,6.109967216616496e-05,0.02,427559,544,785,,
0.05,380,40.768890380859375,-136.618448,68.1875,6.132126873126253e-05,0.02,428650,545,785,,
0.05,381,40.52851104736328,-124.02301043749999,70.6875,6.168497202452272e-05,0.02,429781,547,785,,
0.05,382,40.54074478149414,-117.593396875,66.8125,6.166635284898803e-05,0.02,430850,548,785,,
0.05,383,29.1635799407959,-137.866819375,67.4375,8.572335354983807e-05,0.02,431929,549,785,,
0.05,384,20.298015594482422,-145.718903125,71.875,0.00012316474749241024,0.02,433079,551,785,,
0.05,385,56.583961486816406,-114.58492762499999,71.5625,4.418212847667746e-05,0.02,434224,552,785,,
0.05,386,33.04253387451172,-125.9219793125,69.625,7.566005660919473e-05,0.02,435338,554,784,,
0.05,387,28.436918258666992,-132.3220146875,69.875,8.79138897289522e-05,0.02,436456,556,784,,
0.05,388,87.00023651123047,-159.722110875,71.9375,2.87355524051236e-05,0.02,437607,558,783,,
0.05,389,24.803163528442383,-136.16630075,68.8125,0.00010079359344672412,0.02,438708,559,783,,
0.05,390,70.47513580322266,-131.96548468749998,74.1875,3.5473502066452056e-05,0.02,439895,561,783,,
0.05,391,82.4474868774414,-137.171084,74.625,3.032232962141279e-05,0.02,441089,563,782,,
0.05,392,40.63072204589844,-135.4563598125,73.125,6.152979767648503e-05,0.02,442259,564,782,,
0.05,393,41.4205207824707,-140.352149,70.5,6.035655678715557e-05,0.02,443387,566,782,,
0.05,394,31.2440128326416,-128.72701143749998,73.75,8.00153284217231e-05,0.02,444567,567,783,,
0.05,395,20.719186782836914,-138.9972853125,65.5,0.00012066110502928495,0.02,445615,568,784,,
0.05,396,38.14725875854492,-136.5592918125,66.25,6.553550338139758e-05,0.02,446675,569,784,,
0.05,397,47.80000686645508,-119.8199110625,66.3125,5.2301245887065306e-05,0.02,447736,570,784,,
0.05,398,48.872982025146484,-138.0652509375,84.875,5.1153008826076984e-05,0.02,449094,572,784,,
0.05,399,40.643959045410156,-126.26733881249999,80.3125,6.150975968921557e-05,0.02,450379,574,783,,
0.05,400,53.40547561645508,-149.81834725,71.5625,4.6811681386316195e-05,0.02,451524,576,783,,
0.05,401,21.767911911010742,-133.10615725,72.0,0.00011484794231364504,0.02,452676,577,783,,
0.05,402,55.76436233520508,-132.5867825625,73.5,4.483149677980691e-05,0.02,453852,578,784,,
0.05,403,68.45988464355469,-144.6147931875,69.75,3.651773295132443e-05,0.02,454968,579,784,,
0.05,404,27.13994026184082,-136.1144799375,73.0625,9.211515862261876e-05,0.02,456137,581,784,,
0.05,405,55.18839645385742,-131.03635275,74.1875,4.529937359620817e-05,0.02,457324,582,784,,
0.05,406,66.47541809082031,-129.400287,70.125,3.760788604267873e-05,0.02,458446,584,784,,
0.05,407,34.320533752441406,-145.4754138125,76.4375,7.284268940566108e-05,0.02,459669,586,783,,
0.05,408,46.663116455078125,-135.077086375,75.625,5.3575502533931285e-05,0.02,460879,588,782,,
0.05,409,49.893775939941406,-133.105421875,76.1875,5.010644963476807e-05,0.02,462098,590,782,,
0.05,410,47.584964752197266,-136.007215,73.25,5.253760173218325e-05,0.02,463270,591,783,,
0.05,411,50.04059982299805,-144.761767375,68.5625,4.9959435273194686e-05,0.02,464367,592,783,,
0.05,412,45.59638214111328,-132.81780768750002,76.5,5.482890992425382e-05,0.02,465591,593,784,,
0.05,413,63.90652084350586,-129.75802368749999,71.3125,3.911963722202927e-05,0.02,466732,594,785,,
0.05,414,38.00820541381836,-132.4037414375,71.25,6.577526801265776e-05,0.02,467872,595,785,,
0.05,415,54.571712493896484,-121.549102875,69.25,4.581127723213285e-05,0.02,468980,596,786,,
0.05,416,28.305461883544922,-128.363253375,67.5625,8.832217281451449e-05,0.02,470061,597,786,,
0.05,417,27.538700103759766,-139.18600175,74.25,9.078133734874427e-05,0.02,471249,598,787,,
0.05,418,50.57797622680664,-131.532237125,63.875,4.942862506140955e-05,0.02,472271,599,787,,
0.05,419,20.7388973236084,-132.41353125,69.1875,0.0001205464213853702,0.02,473378,600,787,,
0.05,420,22.43114471435547,-133.122506375,69.875,0.00011145218013552949,0.02,474496,602,788,,
0.05,421,172.55728149414062,-176.967738875,71.6875,1.4487942280538846e-05,0.02,475643,603,788,,
0.05,422,25.82820701599121,-130.180458875,69.5,9.679339564172551e-05,0.02,476755,604,788,,
0.05,423,56.60260772705078,-128.28697875,75.0,4.4167576561449096e-05,0.02,477955,606,788,,
0.05,424,19.375022888183594,-133.04187118750002,69.0,0.00012903210881631821,0.02,479059,607,788,,
0.05,425,30.47022819519043,-136.8167434375,70.75,8.204729965655133e-05,0.02,480191,608,788,,
0.05,426,57.74870300292969,-118.39427406249999,68.375,4.329101648181677e-05,0.02,481285,610,788,,
0.05,427,30.09895133972168,-139.1575256875,70.875,8.305937080876902e-05,0.02,482419,611,789,,
0.05,428,28.811363220214844,-139.580837625,72.8125,8.67713097250089e-05,0.02,483584,613,788,,
0.05,429,31.77898406982422,-136.23911325,67.25,7.866833766456693e-05,0.02,484660,615,787,,
0.05,430,43.39201354980469,-120.098035625,70.0625,5.7614284742157906e-05,0.02,485781,618,786,,
0.05,431,31.295259475708008,-134.7780329375,67.0625,7.988430297700688e-05,0.02,486854,625,778,,
0.05,432,30.01688003540039,-142.8324005,76.9375,8.328647527378052e-05,0.02,488085,631,773,,
0.05,433,46.86342239379883,-131.2335364375,76.5,5.33465099579189e-05,0.02,489309,635,770,,
0.05,434,43.780799865722656,-129.48893168749998,71.625,5.7102653954643756e-05,0.02,490455,638,768,,
0.05,435,49.19758605957031,-157.692268625,74.5625,5.0815502618206665e-05,0.02,491648,641,766,,
0.05,436,26.9456729888916,-135.95186475,69.375,9.277927165385336e-05,0.02,492758,644,764,,
0.05,437,34.15692901611328,-128.407348625,65.8125,7.319159340113401e-05,0.02,493811,646,764,,
0.05,438,45.93635940551758,-122.04519987500001,69.8125,5.442311885417439e-05,0.02,494928,648,763,,
0.05,439,46.056556701660156,-148.0323291875,66.5,5.428108852356672e-05,0.02,495992,649,764,,
0.05,440,59.81135559082031,-111.52523675,69.9375,4.179808092885651e-05,0.02,497111,650,764,,
0.05,441,43.756439208984375,-132.148652625,69.5,5.713444625143893e-05,0.02,498223,651,764,,
0.05,442,66.03414916992188,-157.07965862499998,72.875,3.7859197618672624e-05,0.02,499389,652,764,,
,,,,,,,500000,,,67.0,-140.85146749555133
0.05,443,49.02307891845703,-126.6752806875,71.0625,5.099638656247407e-05,0.02,500526,654,764,,
0.05,444,36.62200927734375,-123.43214775,69.5,6.826496246503666e-05,0.02,501638,656,764,,
0.05,445,20.250316619873047,-147.39494368750002,71.25,0.00012345485447440296,0.02,502778,658,763,,
0.05,446,28.265348434448242,-135.1286256875,76.6875,8.844751573633403e-05,0.02,504005,659,763,,
0.05,447,14.436634063720703,-126.5248149375,69.0625,0.00017317055608145893,0.02,505110,661,763,,
0.05,448,36.140113830566406,-133.35676093749998,68.25,6.917520659044385e-05,0.02,506202,664,762,,
0.05,449,69.76274871826172,-139.05012525,69.25,3.583574289223179e-05,0.02,507310,667,760,,
0.05,450,391.31866455078125,-226.6282009375,74.9375,6.388655037881108e-06,0.02,508509,669,759,,
0.05,451,60.199501037597656,-133.970519125,71.375,4.152857945882715e-05,0.02,509651,670,759,,
0.05,452,33.65088653564453,-138.63743381250003,70.8125,7.429224933730438e-05,0.02,510784,673,758,,
0.05,453,117.39558410644531,-168.29699325,68.0,2.129551830876153e-05,0.02,511872,674,758,,
0.05,454,27.83079719543457,-130.8631128125,69.3125,8.982854342320934e-05,0.02,512981,676,758,,
0.05,455,39.042110443115234,-141.66603868750002,75.25,6.403342558769509e-05,0.02,514185,677,759,,
0.05,456,95.47212219238281,-148.494310375,69.875,2.6185654860455543e-05,0.02,515303,678,759,,
0.05,457,51.28862762451172,-124.9037296875,75.375,4.8743746447144076e-05,0.02,516509,680,759,,
0.05,458,39.47034454345703,-139.25623375,72.25,6.333869532682002e-05,0.02,517665,681,759,,
0.05,459,45.89388656616211,-131.664853625,72.0625,5.447348303277977e-05,0.02,518818,682,760,,
0.05,460,22.328493118286133,-136.19045225,73.0,0.00011196456762263551,0.02,519986,683,760,,
0.05,461,24.971446990966797,-127.468001,69.125,0.00010011434642365202,0.02,521092,684,761,,
0.05,462,28.940290451049805,-135.819565875,70.0,8.638475992484018e-05,0.02,522212,685,761,,
0.05,463,45.89745330810547,-153.0699846875,76.0625,5.446925206342712e-05,0.02,523429,686,762,,
0.05,464,21.82070541381836,-126.9925428125,68.6875,0.00011457008076831698,0.02,524528,687,762,,
0.05,465,56.67787551879883,-127.52877025000001,73.8125,4.4108921429142356e-05,0.02,525709,688,763,,
0.05,466,20.950767517089844,-135.89397856250002,69.6875,0.00011932737106690183,0.02,526824,689,763,,
0.05,467,45.28678894042969,-135.47614243750002,68.75,5.520373451872729e-05,0.02,527924,690,764,,
0.05,468,29.507347106933594,-149.41798206250002,73.6875,8.472465560771525e-05,0.02,529103,691,765,,
0.05,469,28.60643196105957,-128.9412190625,71.25,8.739293116377667e-05,0.02,530243,692,765,,
0.05,470,44.71187973022461,-122.96476012500001,69.875,5.591355147771537e-05,0.02,531361,693,766,,
0.05,471,26.1453914642334,-129.48538637500002,70.375,9.561915067024529e-05,0.02,532487,694,766,,
